stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3030,BURWALW,Burnside Ave @ Opp Walnut St,41.782965,-72.591662,,,,,,0
3031,BURLONW,Burnside Ave @ Long Hill Dr,41.78226,-72.5969,,,,,,0
3032,BUR906W,Burnside Ave @ 906 Burnside Ave,41.781842,-72.598113,,,,,,0
3033,BURHOWW,Burnside Ave @ Howard Ct,41.78122,-72.600356,,,,,,0
3035,BUNLARW,Burnside Ave @ Larrabee St,41.780094,-72.605546,,,,,,0
3037,SCOGOOS,Scotland Rd @ Goodwin Ln,41.777406,-72.606488,,,,,,0
3038,SCOHUDS,Scotland Rd @ Hudson St,41.774435,-72.60434,,,,,,0
3039,SCOFORS,Scotland Rd @ Forbes St,41.773433,-72.604065,,,,,,0
3040,FORCHARS,Forbes St @ Charter Oak Mall,41.769084,-72.600783,,,,,,0
3041,FOBBALS,Forbes St @ Balsam Rd,41.76195,-72.599874,,,,,,0
3042,FOR655S,Forbes St @ 655 Forbes St,41.758367,-72.600249,,,,,,0
3043,FOR763S,Forbes St @ Opp 763 Forbes St,41.754563,-72.601921,,,,,,0
3044,FORGODS,Forbes St @ Opp Godar Ter,41.753048,-72.604287,,,,,,0
3045,FOR1008S,Forbes St @ Opp 1008 Forbes St,41.747839,-72.605455,,,,,,0
3047,BURELME,Burnside Ave @ Elm St,41.774256,-72.638157,,,,,,0
3048,BURDRIE,Burnside Ave @ Driggs Ct,41.774539,-72.636048,,,,,,0
3049,BURBRAE,Burnside Ave @ Bragg St,41.774716,-72.634642,,,,,,0
3051,BURAMBE,Burnside Ave @ Ambrose Terr,41.775034,-72.632218,,,,,,0
3052,BURECOE,Burnside Ave @ Ecology Dr,41.775335,-72.630097,,,,,,0
3055,BURWESE,Burnside Ave @ Opp Westbrook St,41.775918,-72.625758,,,,,,0
3056,BURNEWN,Burnside Ave @ Opp Newkirk Funeral Home,41.777069,-72.624603,,,,,,0
3057,BUR711E,Burnside Ave @ 7/11 Store,41.777792,-72.623947,,,,,,0
3058,BURZEBE,Burnside Ave @ Opp Zebulon St,41.777985,-72.621535,,,,,,0
3059,BURHILE,Burnside Ave @ Hillside St,41.778009,-72.619923,,,,,,0
3060,BURBIDE,Burnside Ave @ Opp Bidwell Ave,41.777979,-72.618094,,,,,,0
3061,BUR541E,Burnside Ave @ 541 Burnside Ave,41.778235,-72.616106,,,,,,0
3062,BURTERE,Burnside Ave @ Terry Rd,41.778519,-72.6147,,,,,,0
3063,BURFAME,Burnside Ave @ Family Dollar,41.778952,-72.611826,,,,,,0
3064,BURCHUE,Burnside Ave @ Church St,41.779341,-72.609087,,,,,,0
3065,MIDNEWE,Middle Tpke W @ New State Rd,41.781142,-72.559885,,,,,,0
3066,MIDEDIE,Middle Tpke W @ Edison Rd,41.781291,-72.554237,,,,,,0
3067,MIDADAE,Middle Tpke W @ Adams St,41.780907,-72.549876,,,,,,0
3068,MIDDEE,Middle Tpke W @ Deerfield Dr,41.780794,-72.547199,,,,,,0
3069,MIDBATTW,Middle Tpke W @ Battiston Cleaner,41.780932,-72.544957,,,,,,0
3070,MIDHOME,Middle Tpke W @ Home Good Store,41.78054,-72.541735,,,,,,0
3071,MIDSTOE,Middle Tpke W @ Stop & Shop Plaza,41.780724,-72.53982,,,,,,0
3072,MIDBROAE,Middle Tpke W @ Broad St,41.781491,-72.535188,,,,,,0
3073,MID185W,Middle Tpke W @ 185 Middle Tpke W,41.782202,-72.533416,,,,,,0
3074,MIDESSE,Middle Tpke W @ Essex St,41.782376,-72.531464,,,,,,0
3075,MIDSALE,Middle Tpke W @ S Alton St,41.782692,-72.528833,,,,,,0
3076,MIDOXFE,Middle Tpke W @ opp Oxford St,41.782901,-72.526675,,,,,,0
3077,MIDSUME,Middle Tpke E @ Summit St,41.783573,-72.519862,,,,,,0
3078,MIDBROOE,Middle Tpke E @ Brookfield St,41.78385,-72.515935,,,,,,0
3080,MIDLENE,Middle Tpke E @ Lenox St,41.783537,-72.512301,,,,,,0
3081,MIDEARE,Middle Tpke E @ Earl St,41.783814,-72.508628,,,,,,0
3082,MIDPARE,Middle Tpke E @ Parker St,41.784112,-72.506203,,,,,,0
3083,CENLOVE,Center St @ Love Ln,41.779475,-72.557467,,,,,,0
3084,CENSALE,Center St @ opp Salem Rd,41.778963,-72.556221,,,,,,0
3085,CENFALE,Center St @ Falknor Dr,41.778621,-72.55535,,,,,,0
3086,CENJAVE,Center St @ Opp Jarvis Rd,41.777741,-72.553439,,,,,,0
3087,CENTHOE,Center St @ Thomas Dr,41.77688,-72.551928,,,,,,0
3088,CEN704E,Center St @ 704 Center St,41.776181,-72.550707,,,,,,0
3089,CENADAE,Center St @ S Adams St,41.775149,-72.54893,,,,,,0
3090,CENTHOME,Center St @ Thompson Rd,41.774069,-72.545602,,,,,,0
3091,CENMcKE,Center St @ McKee St,41.773851,-72.543762,,,,,,0
3092,CENDOUE,Center St @ Dougherty St,41.773588,-72.542418,,,,,,0
3093,CENVICE,Center St @ Victoria Rd,41.773452,-72.541449,,,,,,0
3094,CENPROCE,Center St @ Proctor Rd,41.773136,-72.539754,,,,,,0
3095,CENCOOE,Center St @ Cooper St,41.772422,-72.536486,,,,,,0
3096,CENLILE,Center St @ Opp Lilac St,41.77241,-72.535201,,,,,,0
3097,CENPINE,Center St @ Pine St,41.772565,-72.532366,,,,,,0
3098,CENNEWE,Center St @ New St,41.77295,-72.528996,,,,,,0
3099,CENKNOE,Center St @ opp Knox St,41.773688,-72.527066,,,,,,0
3100,CENWINE,Center St @ Winter St,41.774132,-72.525865,,,,,,0
3101,CENCHUE,Center St @ Church St,41.774628,-72.524215,,,,,,0
3102,ECE116E,E Center St @ 116 E Center St,41.776331,-72.518597,,,,,,0
3103,ECESPRE,E Center St @ Spruce St,41.776648,-72.516585,,,,,,0
3104,ECE192E,E Center St @ 192 E Center St,41.776984,-72.515081,,,,,,0
3105,ECEHARE,E Center St @ Harrison St,41.777185,-72.513141,,,,,,0
3107,ECEWALE,E Center St @ opp Walker St,41.777836,-72.508946,,,,,,0
3108,ECEMUNE,E Center St @ Munro St,41.778661,-72.50641,,,,,,0
3109,ECEPARE,E Center St @ Parker St,41.779426,-72.505085,,,,,,0
3110,ECEPITE,E Center St @ Pitkin St,41.780404,-72.503239,,,,,,0
3111,ECEPLYN,E Center St @ Plymouth Ln,41.781447,-72.501901,,,,,,0
3113,MIDCHUE,Middle Tpke E @ Sam's,41.78487,-72.49842,,,,,,0
3114,MIDWELE,Middle Tpke E @ Welcome Pl,41.785095,-72.49568,,,,,,0
3115,MIDFERE,Middle Tpke E @ Ferguson Rd,41.785304,-72.493413,,,,,,0
3117,VERMIDN,Vernon St @ E Middle Tpke,41.785385,-72.497011,,,,,,0
3118,VERHILN,Vernon St @ Hilltop Dr,41.78642,-72.496388,,,,,,0
3119,VERCONN,Vernon St @ Constance Dr,41.788829,-72.494959,,,,,,0
3120,VER219N,Vernon St @ 219 Vernon St,41.792488,-72.492772,,,,,,0
3121,LYDVERW,Lydall St @ Vernon St,41.795075,-72.491027,,,,,,0
3122,EMIDSSW,E Middle Tpke E @ DSS,41.785743,-72.490284,,,,,,0
3123,MIDFERW,Middle Tpke E @ Opp Ferguson Rd,41.785457,-72.493715,,,,,,0
3124,MID587W,Middle Tpke E @ 587 Middle Tpk E,41.785248,-72.496018,,,,,,0
3125,MIDSENW,Middle Tpke E @ Senior Citizen Bldg,41.785109,-72.497497,,,,,,0
3126,LYD278W,Lydall St @ Ambassador Dr,41.795002,-72.497124,,,,,,0
3127,LYDCOLW,Lydall St @ Coleman Rd,41.794242,-72.503975,,,,,,0
3128,LYDPARW,Lydall St @ Parker St,41.793873,-72.506631,,,,,,0
3129,WOOAVOS,Woodbridge St @ Avondale Rd,41.791837,-72.507476,,,,,,0
3130,WOOGRES,Woodbridge St @ Green Rd,41.790252,-72.506029,,,,,,0
3131,WOOPARS,Woodbridge St @ Parker St,41.789401,-72.505585,,,,,,0
3132,WOOGREES,Woodbridge St @ Green Manor Rd,41.788712,-72.504946,,,,,,0
3133,WOOBLIS,Woodbridge St @ Bliss St,41.787717,-72.503787,,,,,,0
3134,WOOJENS,Woodbridge St @ Jensen St,41.785646,-72.501361,,,,,,0
3135,WOOMIDS,Woodbridge St @ Middle Tpke E,41.784526,-72.500445,,,,,,0
3137,ECEGERS,E Center St @ Gerard St,41.781581,-72.501876,,,,,,0
3138,ECECONS,E Center St @ Cone St,41.780592,-72.503105,,,,,,0
3139,ECEPARS,E Center St @ Parker St,41.77907,-72.505802,,,,,,0
3140,ECEMUNS,E Center St @ Opp Munro  St,41.778625,-72.506555,,,,,,0
3141,ECEWALW,E Center St @ Walker St,41.777907,-72.508933,,,,,,0
3142,ECEBENW,E Center St @ Benton St,41.777479,-72.513043,,,,,,0
3143,ECE201W,E Center St @ 201E Center St,41.77726,-72.514583,,,,,,0
3144,ECE147W,E Center St @ 147 E Center St,41.776988,-72.516704,,,,,,0
3145,ECESUMW,E Center St @ Summit St,41.776538,-72.519372,,,,,,0
3146,MIDPARW,Middle Tpke E @ Parker St,41.784291,-72.50619,,,,,,0
3147,MIDEARW,Middle Tpke E @ Earl St,41.783993,-72.508615,,,,,,0
3148,MIDMPDW,Middle Tpke E @ Manchester Police Dept,41.783707,-72.512288,,,,,,0
3149,MIDCHAW,Middle Tpke E @ Charles Dr,41.784009,-72.515364,,,,,,0
3150,MIDMANW,Middle Tpke E @ Manchester High School,41.783935,-72.5178,,,,,,0
3151,MIDSUMW,Middle Tpke E @ Summit St,41.783743,-72.51997,,,,,,0
3152,MIDOXFW,Middle Tpke W @ Oxford St,41.783202,-72.52545,,,,,,0
3153,MIDALTW,Middle Tpke W @ Alton St,41.782862,-72.528893,,,,,,0
3154,MIDHOMW,Middle Tpke W @ Homestead St,41.782564,-72.531463,,,,,,0
3155,MIDBROAW,Middle Tpke W @ Broad St,41.781803,-72.534774,,,,,,0
3156,MIDDUNW,Middle Tpke W @ CVS,41.781484,-72.536012,,,,,,0
3157,MIDTOWW,Middle Tpke W @ Tower Rd,41.780903,-72.53988,,,,,,0
3158,MIDBATW,Middle Tpke W @ Battiston's Cleaner,41.780784,-72.542873,,,,,,0
3159,MIDBALW,Middle Tpke W @ Prohealth,41.780992,-72.548216,,,,,,0
3160,MIDADAW,Middle Tpke W @ Adams St,41.781086,-72.550033,,,,,,0
3161,MID655W,Middle Tpke W @ 655 Middle Tpke W,41.781461,-72.554212,,,,,,0
3162,MID713W,Middle Tpke W @ 713 Middle Tpke W,41.781396,-72.55706,,,,,,0
3164,CENTROW,Center St @ Trotter St,41.774967,-72.523838,,,,,,0
3165,CENWINW,Center St @ Winter St,41.774372,-72.525452,,,,,,0
3166,CENKNOW,Center St @ Knox St,41.773777,-72.527005,,,,,,0
3167,CENEDGW,Center St @ Edgerton St,41.773032,-72.529432,,,,,,0
3168,CENSAVW,Center St @ Save A Lot,41.772735,-72.532413,,,,,,0
3169,CENLILW,Center St @ Lilac St,41.772517,-72.534959,,,,,,0
3170,CENGRIW,Center St @ Griswold St,41.772782,-72.537344,,,,,,0
3171,CENROOW,Center St @ Roosevelt St,41.773278,-72.539608,,,,,,0
3172,CENALEW,Center St @ Alexander St,41.773695,-72.541933,,,,,,0
3173,CENSTOW,Center St @ Stone St,41.77412,-72.544318,,,,,,0
3174,CENFAIW,Center St @ Fairview St,41.774267,-72.546135,,,,,,0
3175,CENADAW,Center St @ Adams St,41.775292,-72.548784,,,,,,0
3176,CENOLCW,Center St @ Olcott Dr,41.776198,-72.550343,,,,,,0
3177,CENTHOW,Center St @ Opp Thomas Dr,41.777014,-72.551758,,,,,,0
3178,CENJAVW,Center St @ Jarvis Rd,41.777902,-72.55333,,,,,,0
3179,CENSALW,Center St @ Salem Rd,41.778953,-72.555676,,,,,,0
3181,CENMORW,Center St @ Morse St,41.779825,-72.557975,,,,,,0
3182,BURSCOE,Burnside Ave @ Scotland Rd,41.779765,-72.606214,,,,,,0
3184,BURPOLW,Burnside Ave @ E H Police Station Driveway,41.779086,-72.612093,,,,,,0
3185,BUR596BW,Burnside Ave @ 596 Burnside Ave,41.778751,-72.614469,,,,,,0
3186,BURWINDW,Burnside Ave @ Wind Rd,41.778449,-72.615911,,,,,,0
3187,BURBIDW,Burnside Ave @ Bidwell Ave,41.778166,-72.617851,,,,,,0
3188,BURZEBW,Burnside Ave @ Zebulon St,41.778154,-72.621547,,,,,,0
3190,BURNEWS,Burnside Ave @ Newkirk Funeral Home,41.777114,-72.624591,,,,,,0
3191,BURWESW,Burnside Ave @ Westbrook St,41.776026,-72.626206,,,,,,0
3193,BURSIGW,Burnside Ave @ Signor St,41.775699,-72.628412,,,,,,0
3195,BURAMBW,Burnside Ave @ Opp Ambrose Terr,41.775213,-72.632218,,,,,,0
3198,BURCLAW,Burnside Ave @ Clark St,41.774683,-72.636351,,,,,,0
3199,BURELMW,Burnside Ave @ Opp Elm St,41.774356,-72.638714,,,,,,0
3200,CHEFORE,Chester St @ Forbes St,41.772303,-72.601924,,,,,,0
3201,CHE65CE,Chester St @ 65 Chester St,41.772719,-72.59916,,,,,,0
3202,GRE191N,Great Hill Rd @ 191 Great Hill Rd,41.773627,-72.59734,,,,,,0
3203,GREHIGN,Great Hill Rd @ Higbie Dr,41.775877,-72.596036,,,,,,0
3204,GREEASE,Great Hill Rd @ Easton St,41.776161,-72.595163,,,,,,0
3205,GREWOOE,Great Hill Rd @ Woodlawn Cir (1),41.776711,-72.592883,,,,,,0
3206,WOOHARN,Woodlawn Cir @ Harmony St,41.77748,-72.592856,,,,,,0
3207,WOOHOUN,Woodlawn Cir @ Lois Nolan Larson Community Ctr,41.778597,-72.592816,,,,,,0
3208,WOO51WN,Woodlawn Cir @ 51 Woodlawn Cir,41.780261,-72.593731,,,,,,0
3209,WOOINDE,Woodlawn Cir @ Indian Hill St,41.781315,-72.593304,,,,,,0
3210,CANHOPS,Cannon Rd @ Hopewell St,41.779954,-72.591951,,,,,,0
3211,CANCOMS,Cannon Rd @ Opp Community St,41.77863,-72.591628,,,,,,0
3212,CANGRES,Cannon Rd @ Great Hill Rd,41.777316,-72.591088,,,,,,0
3233,CANCOMN,Cannon Rd @ Community St,41.779068,-72.591482,,,,,,0
3234,CANHOPN,Cannon Rd @ Opp Hopewell St,41.779935,-72.591721,,,,,,0
3235,WOOINDW,Woodlawn Cir @ opp Indian Hill St,41.781467,-72.593449,,,,,,0
3236,WOO54WS,Woodlawn Cir @ 54 Woodlawn Cir,41.7801,-72.593926,,,,,,0
3239,WOOHOUS,Woodlawn Cir @ Lois Nolan Larson Community Ctr,41.778606,-72.593058,,,,,,0
3240,WOOHARS,Woodlawn Cir @ opp Harmony St,41.777302,-72.59316,,,,,,0
3242,GRECHAW,Great Hill Rd @ Chandler St,41.776571,-72.594483,,,,,,0
3243,GREEASW,Great Hill Rd @ Easton St,41.776349,-72.595198,,,,,,0
3244,GREHIGS,Great Hill Rd @ opp Higbie Dr,41.775841,-72.596278,,,,,,0
3245,GRE190S,Great Hill Rd @ 190 Great Hill Rd,41.773422,-72.597534,,,,,,0
3246,CHE70W,Chester St @ 70 Chester St,41.772827,-72.599717,,,,,,0
3247,CHEFORW,Chester St @ Forbes St,41.772447,-72.602142,,,,,,0
3248,TOLBURNE,Tolland St @ Burnside Ave,41.775535,-72.632641,,,,,,0
3249,TOL91E,Tolland St @ 91 Tolland St,41.776292,-72.63047,,,,,,0
3250,TOL111E,Tolland St @ 111 Tolland St,41.776683,-72.629257,,,,,,0
3251,TOLANNE,Tolland St @ Ann St,41.777208,-72.627741,,,,,,0
3252,TOLWESE,Tolland St @ Westbrook St,41.777564,-72.62665,,,,,,0
3253,TOL247E,Tolland St @ 247 Tolland St,41.778649,-72.623593,,,,,,0
3254,TOL307E,Tolland St @ 307 Tolland St,41.779682,-72.6209,,,,,,0
3255,TOL343E,Tolland St @ 343 Tolland St,41.780099,-72.619384,,,,,,0
3256,TOLMOOE,Tolland St @ Moore Ave,41.780766,-72.617189,,,,,,0
3257,TOL421E,Tolland St @ 421 Tolland St,41.78113,-72.615843,,,,,,0
3258,TOL461E,Tolland St @ 461 Tolland St,41.781415,-72.614763,,,,,,0
3259,TOLSCHE,Tolland St @ School St,41.781867,-72.612993,,,,,,0
3260,TOLHANE,Tolland St @ Hanmer St,41.782391,-72.61058,,,,,,0
3261,TOLWILE,Tolland St @ William St,41.782764,-72.609294,,,,,,0
3262,TOLFRAE,Tolland St @ Francis St,41.783066,-72.608045,,,,,,0
3263,TOLFERE,Tolland St @ Fern St,41.783536,-72.606044,,,,,,0
3264,TOLPINE,Tolland St @ Pine St,41.784184,-72.603352,,,,,,0
3265,TOL775E,Tolland St @ 775 Tolland St,41.784813,-72.600405,,,,,,0
3266,TOLLARE,Tolland St @ Larrabee St,41.785212,-72.598695,,,,,,0
3267,TOLEASE,Tolland St @ Eastview St,41.785745,-72.596524,,,,,,0
3268,TOLLONE,Tolland St @ Long Hill Dr,41.786224,-72.59456,,,,,,0
3269,TOL945E,Tolland St @ 945 Tolland St,41.786543,-72.593226,,,,,,0
3270,TOL975E,Tolland St @ 975 Tolland St,41.786827,-72.592049,,,,,,0
3271,TO1041E,Tolland St @ 1041 Toland St,41.787466,-72.589381,,,,,,0
3272,TOLBEAE,Tolland St @ Beacon Hill Rd,41.787856,-72.587683,,,,,,0
3274,TO1121E,Tolland St @ 1121 Tolland St,41.788423,-72.585379,,,,,,0
3275,TOLANCE,Tolland St @ Anchor Rd,41.788751,-72.584044,,,,,,0
3276,TOL1211E,Tolland Tpke @ 1211 Tolland Tpke,41.789372,-72.581485,,,,,,0
3277,TOLGLOE,Tolland Tpke @ opp Glode Ln,41.790339,-72.577713,,,,,,0
3278,OAK193N,Oakland St @ 193 Oakland St,41.799428,-72.519671,,,,,,0
3279,OAKRACN,Oakland St @ Rachel Rd,41.801857,-72.518594,,,,,,0
3280,OAKTUDN,Oakland St @ Tudor Ln,41.803009,-72.518213,,,,,,0
3281,OAKLILN,Oakland St @ Lillian Dr,41.804027,-72.518112,,,,,,0
3282,OAKSOUN,Oakland St @ South St,41.805225,-72.517973,,,,,,0
3283,OAKGLEN,Oakland St @ Gleason St,41.807734,-72.517259,,,,,,0
3284,OAKTOLLN,Oakland St @ Tolland Tpke,41.810058,-72.51697,,,,,,0
3285,TOLPARE,Tolland Tpke @ Parker St,41.81189,-72.513228,,,,,,0
3287,TOLKOHE,Tolland Tpke @ Opp Kohl's,41.814781,-72.50759,,,,,,0
3288,HARMAIN,Hartford Tpke @ Main St,41.817352,-72.503068,,,,,,0
3289,HARTALN,Hartford Tpke @ Talcottville Rd,41.825141,-72.497672,,,,,,0
3290,DOB84N,Dobson Rd @ 84 Dobson Rd,41.830936,-72.491934,,,,,,0
3291,DOB100N,Dobson Rd @ 100 Dobson Rd,41.832065,-72.49285,,,,,,0
3292,DOBHARS,Dobson Rd @ Hartford Tpke,41.827426,-72.489404,,,,,,0
3293,HARMERE,Hartford Tpke @ Merline Rd,41.829456,-72.479912,,,,,,0
3294,HARHILE,Hartford Tpke @ Hillside Ave,41.83158,-72.475269,,,,,,0
3295,HARVERN,Hartford Tpke @ Vernon Center Hts,41.834437,-72.470938,,,,,,0
3296,HARBOLE,Hartford Tpke @ Bolton Rd,41.837964,-72.46636,,,,,,0
3297,HARSUNN,Hartfors Tpke @ Sunnyview Dr,41.842422,-72.459363,,,,,,0
3298,HARBAMN,Hartford Tpke @ Bamforth Rd,41.845724,-72.454288,,,,,,0
3299,HARROCN,Hartford Tpke @ Rockledge Dr,41.848637,-72.450937,,,,,,0
3300,HARMOUE,Hartford Tpke @ Mount Vernon Dr,41.854127,-72.442732,,,,,,0
3301,HARSOUE,Hartford Tpke @ South St,41.857584,-72.435859,,,,,,0
3302,HARMILE,Hartford Tpke @ Mile Hill Rd,41.859174,-72.432769,,,,,,0
3303,TALALLN,Talcottville Rd @ Allan Rd,41.837557,-72.491114,,,,,,0
3304,TALWILN,Talcottville Rd @ Wilshire Dr,41.841601,-72.48896,,,,,,0
3305,TALTHRN,Talcottville Rd @ opp Thrall Rd,41.844608,-72.487017,,,,,,0
3306,TALMERN,Talcottville Rd @ Merline Rd,41.846633,-72.485649,,,,,,0
3307,TAL500N,Talcottville Rd @ 500 East Plaza,41.848676,-72.484365,,,,,,0
3308,TALREGN,Talcottville Rd @ Regan Rd,41.8504,-72.483811,,,,,,0
3309,TAL560N,Talcottville Rd @ 560 Talcottville,41.852258,-72.483438,,,,,,0
3310,TAL624N,Talcottville Rd @ 624 Talcottville,41.854645,-72.483754,,,,,,0
3311,TALPIRN,Talcottville Rd @ Pirate Radio,41.855996,-72.484268,,,,,,0
3312,TALVERN,Talcottville Rd @ opp Vernon Garden Apt,41.859777,-72.484068,,,,,,0
3313,TALOLEN,Talcottville Rd @ Olender Body Shop,41.860436,-72.483131,,,,,,0
3314,TALOLDE,Talcottville Rd @ Old Town Rd,41.863996,-72.477472,,,,,,0
3315,WINTERE,Windsor Ave @ Terrace Dr,41.864331,-72.475917,,,,,,0
3316,WIN45E,Windsor Ave @ 45 Windsor Ave,41.866468,-72.469755,,,,,,0
3317,WINWINSW,Windsor Ave @ Windermere Ave,41.867509,-72.46793,,,,,,0
3318,WINSUBE,Windsor Ave @ Subway,41.864986,-72.473548,,,,,,0
3319,WINWINSE,Windsor Ave @ opp Windermere Ave,41.867534,-72.467263,,,,,,0
3320,UNIWESE,Union St @ West St,41.868393,-72.464383,,,,,,0
3321,UNIMAPE,Union St @ Maple St,41.868273,-72.462916,,,,,,0
3322,UNIRHEE,Union St @ opp Rheel St,41.868086,-72.460247,,,,,,0
3323,UNIORCE,Union St @ Orchard St,41.867947,-72.458453,,,,,,0
3324,UNIWARE,Union St @ Ward St,41.867092,-72.453264,,,,,,0
3325,UNIROCE,Union St @ Rockville Hospital,41.86687,-72.450803,,,,,,0
3326,EMACOUE,E Main St @ Court St,41.867563,-72.446371,,,,,,0
3327,GRO22S,Groves St @ 22 Groves St,41.866998,-72.442431,,,,,,0
3328,GROLAUS,Groves St @ Laurel St,41.86562,-72.442014,,,,,,0
3329,GROMAIE,Groves St @ Maiden Ln,41.86449,-72.440855,,,,,,0
3330,GROREEE,Groves St @ Reed St,41.863511,-72.439296,,,,,,0
3331,GROWHIE,Groves St @ White St,41.861875,-72.436078,,,,,,0
3332,GROKINE,Groves St @ King St,41.861596,-72.435509,,,,,,0
3333,GROFERE,Groves St @ Fern St,41.860769,-72.433937,,,,,,0
3334,TOLCHAE,Tolland Tpke @ opp Chapel Rd,41.793337,-72.570539,,,,,,0
3345,EASKINN,East St @ King St,41.861888,-72.431747,,,,,,0
3347,EASHALN,East St @ Hale St,41.863936,-72.431942,,,,,,0
3348,EASTOLN,East St @ Tolland Ave,41.866967,-72.432252,,,,,,0
3349,EMASNIW,E Main St @ Snipsic St,41.868073,-72.434405,,,,,,0
3350,EMA179W,E Main St @ 179 E Main St,41.867216,-72.437759,,,,,,0
3351,EMA153W,E Main St @ 153 E Main St,41.866925,-72.438998,,,,,,0
3352,EMAANNW,E Main St @ Ann St,41.866984,-72.440878,,,,,,0
3353,EMAJ31W,E Main St @ Jct 31 (Groves St),41.86738,-72.441822,,,,,,0
3355,UNIROCW,Union St @ opp Rockville Hospital,41.86704,-72.450826,,,,,,0
3356,UNIWARW,Union St @ Ward St,41.86728,-72.453239,,,,,,0
3357,UNIORCW,Union St @ Orchard St,41.868135,-72.4585,,,,,,0
3358,UNIRHEW,Union St @ Rheel St,41.868293,-72.460732,,,,,,0
3359,UNIMAPW,Union St @ Maple St,41.868452,-72.462927,,,,,,0
3360,UNIWESW,Union St @ West Rd,41.868556,-72.465001,,,,,,0
3361,WIN50W,Windsor Ave @ 50 Windsor Ave,41.866505,-72.470168,,,,,,0
3362,WINBERW,Windsor Ave @ Berger Rd,41.86528,-72.473207,,,,,,0
3364,WINCARW,Windsor Ave @ Carol Dr,41.864466,-72.476135,,,,,,0
3365,TALOLDW,Talcottville Rd @ opp Old Town Rd,41.864122,-72.477859,,,,,,0
3367,TALVERS,Talcottville Rd @ Vernon Gardens Apt,41.859724,-72.48442,,,,,,0
3368,TAL641S,Talcottville Rd @ 641 Talcottville,41.855952,-72.48439,,,,,,0
3369,TAL613S,Talcottville Rd @ 613 Talcottville Rd,41.854127,-72.483683,,,,,,0
3370,TAL561S,Talcottville Rd @  561 Talcottville Rd,41.852008,-72.483609,,,,,,0
3371,TALDARS,Talcottville Rd @ Dart Hill Rd,41.85024,-72.484091,,,,,,0
3372,TAL483S,Talcottville Rd @ 483 Talcottville,41.848605,-72.484584,,,,,,0
3373,TALMERS,Talcottville Rd @ opp Merline Rd,41.846705,-72.485867,,,,,,0
3374,TALTHRS,Talcottville Rd @ Thrall Rd,41.845108,-72.486796,,,,,,0
3375,TALHOCS,Talcottville Rd @ Hockanum Blvd,41.841744,-72.489153,,,,,,0
3376,TALALLS,Talcottville Rd @ opp Allan Dr,41.837558,-72.491271,,,,,,0
3377,DOB101S,Dobson Rd @ 101 Dobson Rd,41.832012,-72.493081,,,,,,0
3378,DOB84DS,Dobson Rd @ Opp 84 Dobson Rd,41.830973,-72.492285,,,,,,0
3379,TOLGLOW,Tolland Tpke @ Glode Ln,41.790491,-72.577918,,,,,,0
3380,TOL1211W,Tolland Tpke @ 1211 Toland Tpke,41.789755,-72.580769,,,,,,0
3382,TOLBEAW,Tolland St @ opp Beacon Hill Rd,41.788141,-72.587331,,,,,,0
3383,TOL1030W,Tolland St @ 1030 Tolland St,41.787724,-72.589101,,,,,,0
3384,TOLWOOW,Tolland St @ Woodland Rd,41.787298,-72.590836,,,,,,0
3385,TOL950W,Tolland St @ 950 Tolland St,41.786873,-72.592679,,,,,,0
3386,TOLLONW,Tolland St @ Long Hill St,41.786234,-72.595299,,,,,,0
3387,TOLEASW,Tolland St @ opp Eastview St,41.785915,-72.596633,,,,,,0
3388,TOLLARW,Tolland St @ opp Larrabee St,41.785577,-72.597991,,,,,,0
3389,TOL770W,Tolland St @ 770 Tolland St,41.784992,-72.600477,,,,,,0
3390,TOLPINW,Tolland St @ opp Pine St,41.784291,-72.603412,,,,,,0
3391,TOLFERW,Tolland St @ opp Fern St,41.78367,-72.605983,,,,,,0
3392,TOLFRAW,Tolland St @ opp Francis St,41.783315,-72.607548,,,,,,0
3393,TOLWILW,Tolland St @ opp William St,41.783013,-72.608809,,,,,,0
3394,TOLHANW,Tolland St @ opp Hanmer St,41.782587,-72.610579,,,,,,0
3395,TOLSCHW,Tolland St @ School St,41.781939,-72.613308,,,,,,0
3396,TOL456W,Tolland St @ 456 Tolland St,41.781522,-72.614836,,,,,,0
3397,TOL414W,Tolland St @ 414 Tolland St,41.781238,-72.615891,,,,,,0
3398,TOLMOOW,Tolland St @ opp Moore Ave,41.780856,-72.617298,,,,,,0
3399,TOL348W,Tolland St @ 348 Tolland St,41.780332,-72.619262,,,,,,0
3400,TOLCARW,Tolland St @ Car Wash,41.778757,-72.623847,,,,,,0
3401,TOL304W,Tolland St @ 304 Tolland St,41.779451,-72.621809,,,,,,0
3402,TOLWESW,Tolland St @ opp Westbrook St,41.777894,-72.626261,,,,,,0
3403,TOLANNW,Tolland St @ Ann St,41.777378,-72.627813,,,,,,0
3404,TOL120W,Tolland St @ 120 Tolland St,41.776889,-72.629244,,,,,,0
3405,TOLNAPAW,Tolland St @ Napa Auto Parts,41.775972,-72.631985,,,,,,0
3406,BURCLUW,Burnside Ave @ Clune Ct,41.77493,-72.634375,,,,,,0
3407,GRETALW,Green Cir @ Talcottville Rd,41.826702,-72.496416,,,,,,0
3408,HARWELW,Hartford Tpke @ Welles Rd,41.816578,-72.504466,,,,,,0
